2, 2
3, 1
5, 2
7, 2
11, 4
13, 2
17, 4
19, 2
23, 4
29, 6
31, 2
37, 6
41, 4
43, 2
47, 4
53, 6
59, 6
61, 2
67, 6
71, 4
73, 2
79, 6
83, 4
89, 6
97, 8
101, 4
103, 2
107, 4
109, 2
113, 4
127, 14
131, 4
137, 6
139, 2
149, 10
151, 2
157, 6
163, 6
167, 4
173, 6
179, 6
181, 2
191, 10
193, 2
197, 4
199, 2
211, 12
223, 12
227, 4
229, 2
233, 4
239, 6
241, 2
251, 10
257, 6
263, 6
269, 6
271, 2
277, 6
281, 4
283, 2
293, 10
307, 14
311, 4
313, 2
317, 4
331, 14
337, 6
347, 10
349, 2
353, 4
359, 6
367, 8
373, 6
379, 6
383, 4
389, 6
397, 8
401, 4
409, 8
419, 10
421, 2
431, 10
433, 2
439, 6
443, 4
449, 6
457, 8
461, 4
463, 2
467, 4
479, 12
487, 8
491, 4
499, 8
503, 4
509, 6
521, 12
523, 2
541, 18
547, 6
557, 10
563, 6
569, 6
571, 2
577, 6
587, 10
593, 6
599, 6
601, 2
607, 6
613, 6
617, 4
619, 2
631, 12
641, 10
643, 2
647, 4
653, 6
659, 6
661, 2
673, 12
677, 4
683, 6
691, 8
701, 10
709, 8
719, 10
727, 8
733, 6
739, 6
743, 4
751, 8
757, 6
761, 4
769, 8
773, 4
787, 14
797, 10
809, 12
811, 2
821, 10
823, 2
827, 4
829, 2
839, 10
853, 14
857, 4
859, 2
863, 4
877, 14
881, 4
883, 2
887, 4
907, 20
911, 4
919, 8
929, 10
937, 8
941, 4
947, 6
953, 6
967, 14
971, 4
977, 6
983, 6
991, 8
997, 6
1009, 12
1013, 4
1019, 6
1021, 2
1031, 10
1033, 2
1039, 6
1049, 10
1051, 2
1061, 10
1063, 2
1069, 6
1087, 18
1091, 4
1093, 2
1097, 4
1103, 6
1109, 6
1117, 8
1123, 6
1129, 6
1151, 22
1153, 2
1163, 10
1171, 8
1181, 10
1187, 6
1193, 6
1201, 8
1213, 12
1217, 4
1223, 6
1229, 6
1231, 2
1237, 6
1249, 12
1259, 10
1277, 18
1279, 2
1283, 4
1289, 6
1291, 2
1297, 6
1301, 4
1303, 2
1307, 4
1319, 12
1321, 2
1327, 6
1361, 34
1367, 6
1373, 6
1381, 8
1399, 18
1409, 10
1423, 14
1427, 4
1429, 2
1433, 4
1439, 6
1447, 8
1451, 4
1453, 2
1459, 6
1471, 12
1481, 10
1483, 2
1487, 4
1489, 2
1493, 4
1499, 6
1511, 12
1523, 12
1531, 8
1543, 12
1549, 6
1553, 4
1559, 6
1567, 8
1571, 4
1579, 8
1583, 4
1597, 14
1601, 4
1607, 6
1609, 2
1613, 4
1619, 6
1621, 2
1627, 6
1637, 10
1657, 20
1663, 6
1667, 4
1669, 2
1693, 24
1697, 4
1699, 2
1709, 10
1721, 12
1723, 2
1733, 10
1741, 8
1747, 6
1753, 6
1759, 6
1777, 18
1783, 6
1787, 4
1789, 2
1801, 12
1811, 10
1823, 12
1831, 8
1847, 16
1861, 14
1867, 6
1871, 4
1873, 2
1877, 4
1879, 2
1889, 10
1901, 12
1907, 6
1913, 6
1931, 18
1933, 2
1949, 16
1951, 2
1973, 22
1979, 6
1987, 8
1993, 6
1997, 4
1999, 2
2003, 4
2011, 8
2017, 6
2027, 10
2029, 2
2039, 10
2053, 14
2063, 10
2069, 6
2081, 12
2083, 2
2087, 4
2089, 2
2099, 10
2111, 12
2113, 2
2129, 16
2131, 2
2137, 6
2141, 4
2143, 2
2153, 10
2161, 8
2179, 18
2203, 24
2207, 4
2213, 6
2221, 8
2237, 16
2239, 2
2243, 4
2251, 8
2267, 16
2269, 2
2273, 4
2281, 8
2287, 6
2293, 6
2297, 4
2309, 12
2311, 2
2333, 22
2339, 6
2341, 2
2347, 6
2351, 4
2357, 6
2371, 14
2377, 6
2381, 4
2383, 2
2389, 6
2393, 4
2399, 6
2411, 12
2417, 6
2423, 6
2437, 14
2441, 4
2447, 6
2459, 12
2467, 8
2473, 6
2477, 4
2503, 26
2521, 18
2531, 10
2539, 8
2543, 4
2549, 6
2551, 2
2557, 6
2579, 22
2591, 12
2593, 2
2609, 16
2617, 8
2621, 4
2633, 12
2647, 14
2657, 10
2659, 2
2663, 4
2671, 8
2677, 6
2683, 6
2687, 4
2689, 2
2693, 4
2699, 6
2707, 8
2711, 4
2713, 2
2719, 6
2729, 10
2731, 2
2741, 10
2749, 8
2753, 4
2767, 14
2777, 10
2789, 12
2791, 2
2797, 6
2801, 4
2803, 2
2819, 16
2833, 14
2837, 4
2843, 6
2851, 8
2857, 6
2861, 4
2879, 18
2887, 8
2897, 10
2903, 6
2909, 6
2917, 8
2927, 10
2939, 12
2953, 14
2957, 4
2963, 6
2969, 6
2971, 2
2999, 28
3001, 2
3011, 10
3019, 8
3023, 4
3037, 14
3041, 4
3049, 8
3061, 12
3067, 6
3079, 12
3083, 4
3089, 6
3109, 20
3119, 10
3121, 2
3137, 16
3163, 26
3167, 4
3169, 2
3181, 12
3187, 6
3191, 4
3203, 12
3209, 6
3217, 8
3221, 4
3229, 8
3251, 22
3253, 2
3257, 4
3259, 2
3271, 12
3299, 28
3301, 2
3307, 6
3313, 6
3319, 6
3323, 4
3329, 6
3331, 2
3343, 12
3347, 4
3359, 12
3361, 2
3371, 10
3373, 2
3389, 16
3391, 2
3407, 16
3413, 6
3433, 20
3449, 16
3457, 8
3461, 4
3463, 2
3467, 4
3469, 2
3491, 22
3499, 8
3511, 12
3517, 6
3527, 10
3529, 2
3533, 4
3539, 6
3541, 2
3547, 6
3557, 10
3559, 2
3571, 12
3581, 10
3583, 2
3593, 10
3607, 14
3613, 6
3617, 4
3623, 6
3631, 8
3637, 6
3643, 6
3659, 16
3671, 12
3673, 2
3677, 4
3691, 14
3697, 6
3701, 4
3709, 8
3719, 10
3727, 8
3733, 6
3739, 6
3761, 22
3767, 6
3769, 2
3779, 10
3793, 14
3797, 4
3803, 6
3821, 18
3823, 2
3833, 10
3847, 14
3851, 4
3853, 2
3863, 10
3877, 14
3881, 4
3889, 8
3907, 18
3911, 4
3917, 6
3919, 2
3923, 4
3929, 6
3931, 2
3943, 12
3947, 4
3967, 20
3989, 22
4001, 12
4003, 2
4007, 4
4013, 6
4019, 6
4021, 2
4027, 6
4049, 22
4051, 2
4057, 6
4073, 16
4079, 6
4091, 12
4093, 2
4099, 6
4111, 12
4127, 16
4129, 2
4133, 4
4139, 6
4153, 14
4157, 4
4159, 2
4177, 18
4201, 24
4211, 10
4217, 6
4219, 2
4229, 10
4231, 2
4241, 10
4243, 2
4253, 10
4259, 6
4261, 2
4271, 10
4273, 2
4283, 10
4289, 6
4297, 8
4327, 30
4337, 10
4339, 2
4349, 10
4357, 8
4363, 6
4373, 10
4391, 18
4397, 6
4409, 12
4421, 12
4423, 2
4441, 18
4447, 6
4451, 4
4457, 6
4463, 6
4481, 18
4483, 2
4493, 10
4507, 14
4513, 6
4517, 4
4519, 2
4523, 4
4547, 24
4549, 2
4561, 12
4567, 6
4583, 16
4591, 8
4597, 6
4603, 6
4621, 18
4637, 16
4639, 2
4643, 4
4649, 6
4651, 2
4657, 6
4663, 6
4673, 10
4679, 6
4691, 12
4703, 12
4721, 18
4723, 2
4729, 6
4733, 4
4751, 18
4759, 8
4783, 24
4787, 4
4789, 2
4793, 4
4799, 6
4801, 2
4813, 12
4817, 4
4831, 14
4861, 30
4871, 10
4877, 6
4889, 12
4903, 14
4909, 6
4919, 10
4931, 12
4933, 2
4937, 4
4943, 6
4951, 8
4957, 6
4967, 10
